Begin,End,Activity,HRmean,HRmax,HRmin
2022-04-18T00:59:00.000+01:00, 2022-04-18T01:00:00.000+01:00, Light sleep, null
2022-04-18T01:00:00.000+01:00, 2022-04-18T01:09:00.000+01:00, Light sleep, 57, 75, 55, 
2022-04-18T01:09:00.000+01:00, 2022-04-18T01:23:00.000+01:00, Deep sleep, 55, 56, 55, 
2022-04-18T01:23:00.000+01:00, 2022-04-18T01:33:00.000+01:00, Deep sleep, 58, 75, 55, 
2022-04-18T01:33:00.000+01:00, 2022-04-18T01:34:00.000+01:00, Light sleep, null
2022-04-18T01:34:00.000+01:00, 2022-04-18T01:52:00.000+01:00, Deep sleep, null
2022-04-18T01:52:00.000+01:00, 2022-04-18T02:00:00.000+01:00, Light sleep, null
2022-04-18T02:00:00.000+01:00, 2022-04-18T02:03:00.000+01:00, Light sleep, 55, 55, 55, 
2022-04-18T02:03:00.000+01:00, 2022-04-18T02:17:00.000+01:00, Deep sleep, 52, 56, 48, 
2022-04-18T02:17:00.000+01:00, 2022-04-18T02:23:00.000+01:00, Deep sleep, 59, 73, 55, 
2022-04-18T02:23:00.000+01:00, 2022-04-18T02:34:00.000+01:00, Light sleep, 59, 74, 48, 
2022-04-18T02:34:00.000+01:00, 2022-04-18T02:52:00.000+01:00, Deep sleep, 63, 77, 55, 
2022-04-18T02:52:00.000+01:00, 2022-04-18T03:00:00.000+01:00, Light sleep, 57, 64, 55, 
2022-04-18T03:00:00.000+01:00, 2022-04-18T03:03:00.000+01:00, Light sleep, 48, 48, 48, 
2022-04-18T03:03:00.000+01:00, 2022-04-18T03:17:00.000+01:00, Deep sleep, 50, 55, 48, 
2022-04-18T03:17:00.000+01:00, 2022-04-18T03:40:00.000+01:00, Deep sleep, 52, 55, 48, 
2022-04-18T03:40:00.000+01:00, 2022-04-18T03:50:00.000+01:00, Light sleep, 58, 77, 48, 
2022-04-18T03:50:00.000+01:00, 2022-04-18T04:00:00.000+01:00, Light sleep, 51, 55, 48, 
2022-04-18T04:00:00.000+01:00, 2022-04-18T04:01:00.000+01:00, Deep sleep, null
2022-04-18T04:01:00.000+01:00, 2022-04-18T04:40:00.000+01:00, Deep sleep, 56, 92, 48, 
2022-04-18T04:40:00.000+01:00, 2022-04-18T04:50:00.000+01:00, Light sleep, 54, 64, 48, 
2022-04-18T04:50:00.000+01:00, 2022-04-18T05:01:00.000+01:00, Deep sleep, 55, 71, 47, 
2022-04-18T05:01:00.000+01:00, 2022-04-18T05:30:00.000+01:00, Deep sleep, 50, 85, 48, 
2022-04-18T05:30:00.000+01:00, 2022-04-18T06:01:00.000+01:00, Light sleep, 52, 59, 48, 
2022-04-18T06:01:00.000+01:00, 2022-04-18T06:30:00.000+01:00, Deep sleep, 56, 80, 45, 
2022-04-18T06:30:00.000+01:00, 2022-04-18T07:50:00.000+01:00, Light sleep, 55, 93, 48, 
2022-04-18T07:50:00.000+01:00, 2022-04-18T08:50:00.000+01:00, Light sleep, 70, 103, 54, 
2022-04-18T22:42:00.000+01:00, 2022-04-18T23:14:00.000+01:00, Light sleep, 64, 76, 51, 
2022-04-18T23:14:00.000+01:00, 2022-04-18T23:57:00.000+01:00, Deep sleep, 51, 59, 47, 
2022-04-18T23:57:00.000+01:00, 2022-04-19T00:37:00.000+01:00, Light sleep, 56, 101, 47, 
2022-04-19T00:37:00.000+01:00, 2022-04-19T01:17:00.000+01:00, Deep sleep, 50, 59, 48, 
2022-04-19T01:17:00.000+01:00, 2022-04-19T02:06:00.000+01:00, Light sleep, 54, 74, 40, 
2022-04-19T02:06:00.000+01:00, 2022-04-19T02:27:00.000+01:00, Deep sleep, 49, 59, 48, 
2022-04-19T02:27:00.000+01:00, 2022-04-19T02:41:00.000+01:00, Light sleep, 63, 83, 48, 
2022-04-19T02:41:00.000+01:00, 2022-04-19T03:09:00.000+01:00, Deep sleep, 52, 57, 47, 
2022-04-19T03:09:00.000+01:00, 2022-04-19T04:23:00.000+01:00, Light sleep, 55, 94, 47, 
2022-04-19T04:23:00.000+01:00, 2022-04-19T04:40:00.000+01:00, Deep sleep, 47, 49, 47, 
2022-04-19T04:40:00.000+01:00, 2022-04-19T05:44:00.000+01:00, Light sleep, 61, 78, 48, 
2022-04-19T05:44:00.000+01:00, 2022-04-19T06:09:00.000+01:00, Deep sleep, 54, 57, 49, 
2022-04-19T06:09:00.000+01:00, 2022-04-19T07:06:00.000+01:00, Light sleep, 56, 93, 47, 
2022-04-19T22:46:00.000+01:00, 2022-04-19T23:14:00.000+01:00, Light sleep, 58, 64, 53, 
2022-04-19T23:14:00.000+01:00, 2022-04-20T00:10:00.000+01:00, Deep sleep, 55, 63, 48, 
2022-04-20T00:10:00.000+01:00, 2022-04-20T00:52:00.000+01:00, Light sleep, 57, 79, 48, 
2022-04-20T00:52:00.000+01:00, 2022-04-20T01:01:00.000+01:00, Deep sleep, 53, 56, 48, 
2022-04-20T01:01:00.000+01:00, 2022-04-20T03:27:00.000+01:00, Light sleep, 59, 77, 47, 
2022-04-20T03:27:00.000+01:00, 2022-04-20T03:39:00.000+01:00, Deep sleep, 52, 55, 48, 
2022-04-20T03:39:00.000+01:00, 2022-04-20T04:10:00.000+01:00, Light sleep, 67, 93, 49, 
2022-04-20T04:10:00.000+01:00, 2022-04-20T04:32:00.000+01:00, Awake (during sleep cycle), 68, 93, 55, 
2022-04-20T04:32:00.000+01:00, 2022-04-20T05:43:00.000+01:00, Light sleep, 62, 81, 55, 
2022-04-20T05:43:00.000+01:00, 2022-04-20T06:08:00.000+01:00, Deep sleep, 59, 63, 55, 
2022-04-20T06:08:00.000+01:00, 2022-04-20T06:11:00.000+01:00, Light sleep, 61, 63, 60, 
2022-04-21T03:45:00.000+01:00, 2022-04-21T06:39:00.000+01:00, Light sleep, 55, 94, 47, 
2022-04-21T23:03:00.000+01:00, 2022-04-21T23:22:00.000+01:00, Light sleep, null
2022-04-21T23:22:00.000+01:00, 2022-04-21T23:33:00.000+01:00, Deep sleep, 47, 47, 47, 
2022-04-21T23:33:00.000+01:00, 2022-04-21T23:38:00.000+01:00, Light sleep, null
2022-04-21T23:38:00.000+01:00, 2022-04-21T23:44:00.000+01:00, Light sleep, 47, 47, 47, 
2022-04-21T23:44:00.000+01:00, 2022-04-21T23:47:00.000+01:00, Deep sleep, null
2022-04-21T23:47:00.000+01:00, 2022-04-22T00:03:00.000+01:00, Deep sleep, 51, 51, 51, 
2022-04-22T00:03:00.000+01:00, 2022-04-22T00:13:00.000+01:00, Light sleep, null
2022-04-22T00:13:00.000+01:00, 2022-04-22T00:31:00.000+01:00, Deep sleep, null
2022-04-22T00:31:00.000+01:00, 2022-04-22T00:37:00.000+01:00, Deep sleep, null
2022-04-22T00:37:00.000+01:00, 2022-04-22T00:42:00.000+01:00, Light sleep, null
2022-04-22T00:42:00.000+01:00, 2022-04-22T00:49:00.000+01:00, Light sleep, null
2022-04-22T00:49:00.000+01:00, 2022-04-22T01:29:00.000+01:00, Light sleep, 48, 49, 47, 
2022-04-22T01:29:00.000+01:00, 2022-04-22T01:51:00.000+01:00, Deep sleep, 48, 48, 48, 
2022-04-22T01:51:00.000+01:00, 2022-04-22T02:40:00.000+01:00, Light sleep, 52, 75, 47, 
2022-04-22T02:40:00.000+01:00, 2022-04-22T02:41:00.000+01:00, Light sleep, null
2022-04-22T02:41:00.000+01:00, 2022-04-22T03:05:00.000+01:00, Deep sleep, 48, 49, 48, 
2022-04-22T03:05:00.000+01:00, 2022-04-22T03:45:00.000+01:00, Light sleep, 61, 76, 48, 
2022-04-22T03:45:00.000+01:00, 2022-04-22T04:15:00.000+01:00, Light sleep, 50, 55, 48, 
2022-04-22T04:15:00.000+01:00, 2022-04-22T04:39:00.000+01:00, Deep sleep, 48, 49, 48, 
2022-04-22T04:39:00.000+01:00, 2022-04-22T04:44:00.000+01:00, Deep sleep, 48, 48, 48, 
2022-04-22T04:44:00.000+01:00, 2022-04-22T04:46:00.000+01:00, Light sleep, null
2022-04-22T04:46:00.000+01:00, 2022-04-22T05:36:00.000+01:00, Light sleep, 51, 75, 45, 
2022-04-22T05:36:00.000+01:00, 2022-04-22T05:37:00.000+01:00, Light sleep, 49, 49, 49, 
2022-04-22T05:37:00.000+01:00, 2022-04-22T05:53:00.000+01:00, Deep sleep, 48, 49, 48, 
2022-04-22T05:53:00.000+01:00, 2022-04-22T06:48:00.000+01:00, Light sleep, 57, 78, 47, 
